Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
423,-10.313,423_prepared-1_out.pdbqt,1,,,
424,-10.269,424_prepared-1_out.pdbqt,1,,,
425,-10.426,425_prepared-1_out.pdbqt,1,,,
426,-10.271,426_prepared-3_out.pdbqt,3,,,
427,-10.100,427_prepared-1_out.pdbqt,1,,,
428,-10.314,428_prepared-1_out.pdbqt,1,,,
429,-11.030,429_prepared-1_out.pdbqt,1,,,
430,-9.746,430_prepared-1_out.pdbqt,1,,,
431,-10.317,431_prepared-1_out.pdbqt,1,,,
432,-10.814,432_prepared-1_out.pdbqt,1,,,
433,-9.116,433_prepared-1_out.pdbqt,1,,,
434,-10.415,434_prepared-1_out.pdbqt,1,,,
435,-8.535,435_prepared-1_out.pdbqt,1,,,
436,-11.209,436_prepared-3_out.pdbqt,3,,,
437,-10.278,437_prepared-1_out.pdbqt,1,,,
438,-8.774,438_prepared-3_out.pdbqt,3,,,
439,-10.190,439_prepared-2_out.pdbqt,2,,,
440,-12.442,440_prepared-1_out.pdbqt,1,,,
441,-10.544,441_prepared-1_out.pdbqt,1,,,
442,-10.750,442_prepared-1_out.pdbqt,3,,,
443,-10.111,443_prepared-1_out.pdbqt,1,,,
444,-8.822,444_prepared-5_out.pdbqt,5,,,
445,-10.656,445_prepared-3_out.pdbqt,5,,,
446,-9.581,446_prepared-1_out.pdbqt,1,,,
447,-11.838,447_prepared-1_out.pdbqt,1,,,
448,-11.061,448_prepared-1_out.pdbqt,1,,,
449,-11.942,449_prepared-1_out.pdbqt,1,,,
450,-10.724,450_prepared-1_out.pdbqt,1,,,
451,-10.744,451_prepared-1_out.pdbqt,1,,,
452,-10.636,452_prepared-1_out.pdbqt,1,,,
453,-11.365,453_prepared-1_out.pdbqt,5,,,
454,-10.698,454_prepared-1_out.pdbqt,1,,,
455,-12.508,455_prepared-6_out.pdbqt,6,,,
456,-13.087,456_prepared-2_out.pdbqt,3,,,
457,-11.129,457_prepared-3_out.pdbqt,3,,,
458,-9.891,458_prepared-1_out.pdbqt,1,,,
459,-10.979,459_prepared-1_out.pdbqt,1,,,
460,-12.475,460_prepared-1_out.pdbqt,1,,,
461,-11.865,461_prepared-1_out.pdbqt,1,,,
462,-12.327,462_prepared-1_out.pdbqt,1,,,
463,-12.655,463_prepared-2_out.pdbqt,3,,,
464,-11.260,464_prepared-2_out.pdbqt,3,,,
465,-9.698,465_prepared-1_out.pdbqt,1,,,
466,-10.786,466_prepared-1_out.pdbqt,1,,,
467,-10.711,467_prepared-2_out.pdbqt,3,,,
468,-11.212,468_prepared-3_out.pdbqt,3,,,
469,-10.129,469_prepared-1_out.pdbqt,1,,,
470,-9.164,470_prepared-1_out.pdbqt,1,,,
471,-7.525,471_prepared-1_out.pdbqt,1,,,
472,-8.140,472_prepared-1_out.pdbqt,1,,,
473,-10.524,473_prepared-1_out.pdbqt,1,,,
